#1 
double default(36,3) #Target values for supply and return temperatures as function of the ambient temperature for the local heating networks of E.on Hanse Waerme taken from E.on Hanse Waerme: Technische Richtlinien (TR) zum Anschluss an Waermenetze, 2012, p. 9. (EonWaerme2012)
-15	90	50
-14	90	50
-13	90	50
-12	90	50
-11	88.33333333	50
-10	86.66666667	50
-9	85	50
-8	83.33333333	50
-7	81.66666667	50
-6	80	50
-5	78.33333333	50
-4	76.66666667	50
-3	75	50
-2	73.33333333	50
-1	71.66666667	50
0	70	50
1	70	50
2	70	50
3	70	50
4	70	50
5	70	50
6	70	50
7	70	50
8	70	50
9	70	50
10	70	50
11	70	50
12	70	50
13	70	50
14	70	50
15	70	50
16	70	50
17	70	50
18	70	50
19	70	50
20	70	50
